pca__n_components,knn__n_neighbors,knn__weights,knn__metric,fold,threshold,accuracy,precision,recall,f1,mcc
0.8,11,distance,euclidean,4,0.4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333
0.8,11,distance,euclidean,4,0.5,0.6666666666666666,0.8,0.4444444444444444,0.5714285714285714,0.3721042037676254
0.8,11,distance,euclidean,4,0.6,0.6666666666666666,0.8,0.4444444444444444,0.5714285714285714,0.3721042037676254
0.8,11,distance,euclidean,4,0.7000000000000001,0.7222222222222222,1.0,0.4444444444444444,0.6153846153846154,0.5345224838248488
0.8,11,distance,euclidean,4,0.8,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
0.8,11,distance,euclidean,4,0.9,0.6111111111111112,1.0,0.2222222222222222,0.36363636363636365,0.3535533905932738
0.8,11,distance,euclidean,5,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,11,distance,euclidean,5,0.2,0.5555555555555556,0.5294117647058824,1.0,0.6923076923076923,0.24253562503633297
0.8,11,distance,euclidean,5,0.30000000000000004,0.6111111111111112,0.5625,1.0,0.72,0.3535533905932738
0.8,11,distance,euclidean,5,0.4,0.7222222222222222,0.6428571428571429,1.0,0.782608695652174,0.5345224838248488
0.8,11,distance,euclidean,5,0.5,0.5555555555555556,0.6,0.3333333333333333,0.42857142857142855,0.12403473458920847
0.8,11,distance,euclidean,5,0.6,0.5555555555555556,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.14907119849998599
0.8,11,distance,euclidean,5,0.7000000000000001,0.5555555555555556,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.14907119849998599
0.8,11,distance,euclidean,5,0.8,0.4444444444444444,0.0,0.0,0.0,-0.24253562503633297
0.8,11,distance,euclidean,5,0.9,0.5,1.0,0.0,0.0,0.0
0.8,15,uniform,cosine,1,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,uniform,cosine,1,0.2,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,uniform,cosine,1,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,uniform,cosine,1,0.4,0.7222222222222222,0.6428571428571429,1.0,0.782608695652174,0.5345224838248488
0.8,15,uniform,cosine,1,0.5,0.6111111111111112,0.6,0.6666666666666666,0.631578947368421,0.22360679774997896
0.8,15,uniform,cosine,1,0.6,0.6111111111111112,0.6,0.6666666666666666,0.631578947368421,0.22360679774997896
0.8,15,uniform,cosine,1,0.7000000000000001,0.6111111111111112,0.75,0.3333333333333333,0.46153846153846156,0.2672612419124244
0.8,15,uniform,cosine,1,0.8,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
0.8,15,uniform,cosine,1,0.9,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
0.8,15,uniform,cosine,2,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,uniform,cosine,2,0.2,0.4444444444444444,0.47058823529411764,0.8888888888888888,0.6153846153846154,-0.24253562503633297
0.8,15,uniform,cosine,2,0.30000000000000004,0.5,0.5,0.8888888888888888,0.64,0.0
0.8,15,uniform,cosine,2,0.4,0.7222222222222222,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.4714045207910316
0.8,15,uniform,cosine,2,0.5,0.6666666666666666,0.8,0.4444444444444444,0.5714285714285714,0.3721042037676254
0.8,15,uniform,cosine,2,0.6,0.7222222222222222,1.0,0.4444444444444444,0.6153846153846154,0.5345224838248488
0.8,15,uniform,cosine,2,0.7000000000000001,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
0.8,15,uniform,cosine,2,0.8,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
0.8,15,uniform,cosine,2,0.9,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
0.8,15,uniform,cosine,3,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,uniform,cosine,3,0.2,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,uniform,cosine,3,0.30000000000000004,0.5555555555555556,0.5294117647058824,1.0,0.6923076923076923,0.24253562503633297
0.8,15,uniform,cosine,3,0.4,0.7222222222222222,0.6428571428571429,1.0,0.782608695652174,0.5345224838248488
0.8,15,uniform,cosine,3,0.5,0.8333333333333334,1.0,0.6666666666666666,0.8,0.7071067811865475
0.8,15,uniform,cosine,3,0.6,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
0.8,15,uniform,cosine,3,0.7000000000000001,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
0.8,15,uniform,cosine,3,0.8,0.6111111111111112,1.0,0.2222222222222222,0.36363636363636365,0.3535533905932738
0.8,15,uniform,cosine,3,0.9,0.5,1.0,0.0,0.0,0.0
0.8,15,uniform,cosine,4,0.1,0.5555555555555556,0.5294117647058824,1.0,0.6923076923076923,0.24253562503633297
0.8,15,uniform,cosine,4,0.2,0.6111111111111112,0.5625,1.0,0.72,0.3535533905932738
0.8,15,uniform,cosine,4,0.30000000000000004,0.6666666666666666,0.6153846153846154,0.8888888888888888,0.7272727272727273,0.3721042037676254
0.8,15,uniform,cosine,4,0.4,0.6666666666666666,0.6363636363636364,0.7777777777777778,0.7,0.34188172937891387
0.8,15,uniform,cosine,4,0.5,0.7777777777777778,0.8571428571428571,0.6666666666666666,0.75,0.5698028822981898
0.8,15,uniform,cosine,4,0.6,0.7777777777777778,1.0,0.5555555555555556,0.7142857142857143,0.6201736729460423
0.8,15,uniform,cosine,4,0.7000000000000001,0.7777777777777778,1.0,0.5555555555555556,0.7142857142857143,0.6201736729460423
0.8,15,uniform,cosine,4,0.8,0.7777777777777778,1.0,0.5555555555555556,0.7142857142857143,0.6201736729460423
0.8,15,uniform,cosine,4,0.9,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
0.8,15,uniform,cosine,5,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,uniform,cosine,5,0.2,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,uniform,cosine,5,0.30000000000000004,0.3888888888888889,0.4375,0.7777777777777778,0.56,-0.3535533905932738
0.8,15,uniform,cosine,5,0.4,0.5555555555555556,0.5714285714285714,0.4444444444444444,0.5,0.11396057645963795
0.8,15,uniform,cosine,5,0.5,0.3888888888888889,0.25,0.1111111111111111,0.15384615384615385,-0.2672612419124244
0.8,15,uniform,cosine,5,0.6,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
0.8,15,uniform,cosine,5,0.7000000000000001,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
0.8,15,uniform,cosine,5,0.8,0.5,1.0,0.0,0.0,0.0
0.8,15,uniform,cosine,5,0.9,0.5,1.0,0.0,0.0,0.0
0.8,15,uniform,euclidean,1,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,uniform,euclidean,1,0.2,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,uniform,euclidean,1,0.30000000000000004,0.5,0.5,0.8888888888888888,0.64,0.0
0.8,15,uniform,euclidean,1,0.4,0.5,0.5,0.8888888888888888,0.64,0.0
0.8,15,uniform,euclidean,1,0.5,0.6666666666666666,0.6363636363636364,0.7777777777777778,0.7,0.34188172937891387
0.8,15,uniform,euclidean,1,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333
0.8,15,uniform,euclidean,1,0.7000000000000001,0.6666666666666666,0.8,0.4444444444444444,0.5714285714285714,0.3721042037676254
0.8,15,uniform,euclidean,1,0.8,0.5555555555555556,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.14907119849998599
0.8,15,uniform,euclidean,1,0.9,0.5,1.0,0.0,0.0,0.0
0.8,15,uniform,euclidean,2,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,uniform,euclidean,2,0.2,0.5555555555555556,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.14907119849998599
0.8,15,uniform,euclidean,2,0.30000000000000004,0.5555555555555556,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.12403473458920847
0.8,15,uniform,euclidean,2,0.4,0.6111111111111112,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.2357022603955158
0.8,15,uniform,euclidean,2,0.5,0.6666666666666666,0.7142857142857143,0.5555555555555556,0.625,0.34188172937891387
0.8,15,uniform,euclidean,2,0.6,0.6666666666666666,0.8,0.4444444444444444,0.5714285714285714,0.3721042037676254
0.8,15,uniform,euclidean,2,0.7000000000000001,0.5,1.0,0.0,0.0,0.0
0.8,15,uniform,euclidean,2,0.8,0.5,1.0,0.0,0.0,0.0
0.8,15,uniform,euclidean,2,0.9,0.5,1.0,0.0,0.0,0.0
0.8,15,uniform,euclidean,3,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,uniform,euclidean,3,0.2,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,uniform,euclidean,3,0.30000000000000004,0.6666666666666666,0.6,1.0,0.75,0.4472135954999579
0.8,15,uniform,euclidean,3,0.4,0.7222222222222222,0.6428571428571429,1.0,0.782608695652174,0.5345224838248488
0.8,15,uniform,euclidean,3,0.5,0.7777777777777778,1.0,0.5555555555555556,0.7142857142857143,0.6201736729460423
0.8,15,uniform,euclidean,3,0.6,0.7777777777777778,1.0,0.5555555555555556,0.7142857142857143,0.6201736729460423
0.8,15,uniform,euclidean,3,0.7000000000000001,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
0.8,15,uniform,euclidean,3,0.8,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
0.8,15,uniform,euclidean,3,0.9,0.5,1.0,0.0,0.0,0.0
0.8,15,uniform,euclidean,4,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,uniform,euclidean,4,0.2,0.5555555555555556,0.5294117647058824,1.0,0.6923076923076923,0.24253562503633297
0.8,15,uniform,euclidean,4,0.30000000000000004,0.5555555555555556,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.14907119849998599
0.8,15,uniform,euclidean,4,0.4,0.7222222222222222,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.4714045207910316
0.8,15,uniform,euclidean,4,0.5,0.6111111111111112,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.2357022603955158
0.8,15,uniform,euclidean,4,0.6,0.6111111111111112,0.75,0.3333333333333333,0.46153846153846156,0.2672612419124244
0.8,15,uniform,euclidean,4,0.7000000000000001,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
0.8,15,uniform,euclidean,4,0.8,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
0.8,15,uniform,euclidean,4,0.9,0.5,1.0,0.0,0.0,0.0
0.8,15,uniform,euclidean,5,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,uniform,euclidean,5,0.2,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,uniform,euclidean,5,0.30000000000000004,0.6666666666666666,0.6,1.0,0.75,0.4472135954999579
0.8,15,uniform,euclidean,5,0.4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333
0.8,15,uniform,euclidean,5,0.5,0.6111111111111112,0.75,0.3333333333333333,0.46153846153846156,0.2672612419124244
0.8,15,uniform,euclidean,5,0.6,0.5,0.5,0.1111111111111111,0.18181818181818182,0.0
0.8,15,uniform,euclidean,5,0.7000000000000001,0.4444444444444444,0.0,0.0,0.0,-0.24253562503633297
0.8,15,uniform,euclidean,5,0.8,0.5,1.0,0.0,0.0,0.0
0.8,15,uniform,euclidean,5,0.9,0.5,1.0,0.0,0.0,0.0
0.8,15,distance,cosine,1,0.1,0.5555555555555556,0.5294117647058824,1.0,0.6923076923076923,0.24253562503633297
0.8,15,distance,cosine,1,0.2,0.5,0.5,0.8888888888888888,0.64,0.0
0.8,15,distance,cosine,1,0.30000000000000004,0.5,0.5,0.8888888888888888,0.64,0.0
0.8,15,distance,cosine,1,0.4,0.5,0.5,0.8888888888888888,0.64,0.0
0.8,15,distance,cosine,1,0.5,0.5,0.5,0.8888888888888888,0.64,0.0
0.8,15,distance,cosine,1,0.6,0.4444444444444444,0.4666666666666667,0.7777777777777778,0.5833333333333334,-0.14907119849998599
0.8,15,distance,cosine,1,0.7000000000000001,0.3888888888888889,0.4166666666666667,0.5555555555555556,0.47619047619047616,-0.2357022603955158
0.8,15,distance,cosine,1,0.8,0.3333333333333333,0.36363636363636365,0.4444444444444444,0.4,-0.34188172937891387
0.8,15,distance,cosine,1,0.9,0.3888888888888889,0.375,0.3333333333333333,0.35294117647058826,-0.22360679774997896
0.8,15,distance,cosine,2,0.1,0.5555555555555556,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.14907119849998599
0.8,15,distance,cosine,2,0.2,0.7777777777777778,0.7272727272727273,0.8888888888888888,0.8,0.5698028822981898
0.8,15,distance,cosine,2,0.30000000000000004,0.7777777777777778,0.7272727272727273,0.8888888888888888,0.8,0.5698028822981898
0.8,15,distance,cosine,2,0.4,0.8333333333333334,0.875,0.7777777777777778,0.8235294117647058,0.6708203932499369
0.8,15,distance,cosine,2,0.5,0.8333333333333334,0.875,0.7777777777777778,0.8235294117647058,0.6708203932499369
0.8,15,distance,cosine,2,0.6,0.7777777777777778,0.8571428571428571,0.6666666666666666,0.75,0.5698028822981898
0.8,15,distance,cosine,2,0.7000000000000001,0.7222222222222222,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.4714045207910316
0.8,15,distance,cosine,2,0.8,0.7777777777777778,1.0,0.5555555555555556,0.7142857142857143,0.6201736729460423
0.8,15,distance,cosine,2,0.9,0.7222222222222222,1.0,0.4444444444444444,0.6153846153846154,0.5345224838248488
0.8,15,distance,cosine,3,0.1,0.5,0.5,0.7777777777777778,0.6086956521739131,0.0
0.8,15,distance,cosine,3,0.2,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.1111111111111111
0.8,15,distance,cosine,3,0.30000000000000004,0.7222222222222222,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.4714045207910316
0.8,15,distance,cosine,3,0.4,0.7222222222222222,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.4714045207910316
0.8,15,distance,cosine,3,0.5,0.7777777777777778,1.0,0.5555555555555556,0.7142857142857143,0.6201736729460423
0.8,15,distance,cosine,3,0.6,0.7777777777777778,1.0,0.5555555555555556,0.7142857142857143,0.6201736729460423
0.8,15,distance,cosine,3,0.7000000000000001,0.7777777777777778,1.0,0.5555555555555556,0.7142857142857143,0.6201736729460423
0.8,15,distance,cosine,3,0.8,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
0.8,15,distance,cosine,3,0.9,0.6111111111111112,1.0,0.2222222222222222,0.36363636363636365,0.3535533905932738
0.8,15,distance,cosine,4,0.1,0.5555555555555556,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.14907119849998599
0.8,15,distance,cosine,4,0.2,0.6666666666666666,0.6363636363636364,0.7777777777777778,0.7,0.34188172937891387
0.8,15,distance,cosine,4,0.30000000000000004,0.7222222222222222,0.7,0.7777777777777778,0.7368421052631579,0.4472135954999579
0.8,15,distance,cosine,4,0.4,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556
0.8,15,distance,cosine,4,0.5,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556
0.8,15,distance,cosine,4,0.6,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
0.8,15,distance,cosine,4,0.7000000000000001,0.8333333333333334,1.0,0.6666666666666666,0.8,0.7071067811865475
0.8,15,distance,cosine,4,0.8,0.8333333333333334,1.0,0.6666666666666666,0.8,0.7071067811865475
0.8,15,distance,cosine,4,0.9,0.7222222222222222,1.0,0.4444444444444444,0.6153846153846154,0.5345224838248488
0.8,15,distance,cosine,5,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,distance,cosine,5,0.2,0.6111111111111112,0.5625,1.0,0.72,0.3535533905932738
0.8,15,distance,cosine,5,0.30000000000000004,0.5555555555555556,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.12403473458920847
0.8,15,distance,cosine,5,0.4,0.5,0.5,0.4444444444444444,0.47058823529411764,0.0
0.8,15,distance,cosine,5,0.5,0.4444444444444444,0.4,0.2222222222222222,0.2857142857142857,-0.12403473458920847
0.8,15,distance,cosine,5,0.6,0.5,0.5,0.2222222222222222,0.3076923076923077,0.0
0.8,15,distance,cosine,5,0.7000000000000001,0.6111111111111112,1.0,0.2222222222222222,0.36363636363636365,0.3535533905932738
0.8,15,distance,cosine,5,0.8,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
0.8,15,distance,cosine,5,0.9,0.5,1.0,0.0,0.0,0.0
0.8,15,distance,euclidean,1,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,distance,euclidean,1,0.2,0.5555555555555556,0.5294117647058824,1.0,0.6923076923076923,0.24253562503633297
0.8,15,distance,euclidean,1,0.30000000000000004,0.6111111111111112,0.5625,1.0,0.72,0.3535533905932738
0.8,15,distance,euclidean,1,0.4,0.7222222222222222,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.4714045207910316
0.8,15,distance,euclidean,1,0.5,0.7222222222222222,0.7,0.7777777777777778,0.7368421052631579,0.4472135954999579
0.8,15,distance,euclidean,1,0.6,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
0.8,15,distance,euclidean,1,0.7000000000000001,0.7777777777777778,0.8571428571428571,0.6666666666666666,0.75,0.5698028822981898
0.8,15,distance,euclidean,1,0.8,0.6111111111111112,0.75,0.3333333333333333,0.46153846153846156,0.2672612419124244
0.8,15,distance,euclidean,1,0.9,0.5555555555555556,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.14907119849998599
0.8,15,distance,euclidean,2,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,distance,euclidean,2,0.2,0.5555555555555556,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.14907119849998599
0.8,15,distance,euclidean,2,0.30000000000000004,0.6666666666666666,0.6153846153846154,0.8888888888888888,0.7272727272727273,0.3721042037676254
0.8,15,distance,euclidean,2,0.4,0.6111111111111112,0.6,0.6666666666666666,0.631578947368421,0.22360679774997896
0.8,15,distance,euclidean,2,0.5,0.6666666666666666,0.7142857142857143,0.5555555555555556,0.625,0.34188172937891387
0.8,15,distance,euclidean,2,0.6,0.7222222222222222,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.4714045207910316
0.8,15,distance,euclidean,2,0.7000000000000001,0.7222222222222222,1.0,0.4444444444444444,0.6153846153846154,0.5345224838248488
0.8,15,distance,euclidean,2,0.8,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
0.8,15,distance,euclidean,2,0.9,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
0.8,15,distance,euclidean,3,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,distance,euclidean,3,0.2,0.5555555555555556,0.5294117647058824,1.0,0.6923076923076923,0.24253562503633297
0.8,15,distance,euclidean,3,0.30000000000000004,0.7222222222222222,0.6428571428571429,1.0,0.782608695652174,0.5345224838248488
0.8,15,distance,euclidean,3,0.4,0.9444444444444444,1.0,0.8888888888888888,0.9411764705882353,0.8944271909999159
0.8,15,distance,euclidean,3,0.5,0.8333333333333334,1.0,0.6666666666666666,0.8,0.7071067811865475
0.8,15,distance,euclidean,3,0.6,0.7222222222222222,1.0,0.4444444444444444,0.6153846153846154,0.5345224838248488
0.8,15,distance,euclidean,3,0.7000000000000001,0.7222222222222222,1.0,0.4444444444444444,0.6153846153846154,0.5345224838248488
0.8,15,distance,euclidean,3,0.8,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
0.8,15,distance,euclidean,3,0.9,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
0.8,15,distance,euclidean,4,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,distance,euclidean,4,0.2,0.5555555555555556,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.14907119849998599
0.8,15,distance,euclidean,4,0.30000000000000004,0.6111111111111112,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.2672612419124244
0.8,15,distance,euclidean,4,0.4,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,0.4472135954999579
0.8,15,distance,euclidean,4,0.5,0.7222222222222222,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.4714045207910316
0.8,15,distance,euclidean,4,0.6,0.6666666666666666,0.8,0.4444444444444444,0.5714285714285714,0.3721042037676254
0.8,15,distance,euclidean,4,0.7000000000000001,0.7222222222222222,1.0,0.4444444444444444,0.6153846153846154,0.5345224838248488
0.8,15,distance,euclidean,4,0.8,0.6111111111111112,1.0,0.2222222222222222,0.36363636363636365,0.3535533905932738
0.8,15,distance,euclidean,4,0.9,0.6111111111111112,1.0,0.2222222222222222,0.36363636363636365,0.3535533905932738
0.8,15,distance,euclidean,5,0.1,0.5,0.5,1.0,0.6666666666666666,0.0
0.8,15,distance,euclidean,5,0.2,0.5555555555555556,0.5294117647058824,1.0,0.6923076923076923,0.24253562503633297
0.8,15,distance,euclidean,5,0.30000000000000004,0.6666666666666666,0.6,1.0,0.75,0.4472135954999579
0.8,15,distance,euclidean,5,0.4,0.5,0.5,0.4444444444444444,0.47058823529411764,0.0
0.8,15,distance,euclidean,5,0.5,0.6111111111111112,0.75,0.3333333333333333,0.46153846153846156,0.2672612419124244
0.8,15,distance,euclidean,5,0.6,0.5555555555555556,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.14907119849998599
0.8,15,distance,euclidean,5,0.7000000000000001,0.5,0.5,0.1111111111111111,0.18181818181818182,0.0
